trial,t,x,y
15,6.158821894998255,-6,153
15,6.167003815993667,-4,153
15,6.1750662669946905,-1,153
15,6.18276055699971,2,153
15,6.191500281995104,4,153
15,6.199438787996769,7,153
15,6.208046300998831,11,153
15,6.215972475998569,14,153
15,6.223983491996478,18,152
15,6.232390227996802,21,152
15,6.240442153997719,22,151
15,6.248476398999628,25,150
15,6.2571587469938095,28,150
15,6.264080810993619,30,149
15,6.272043817996746,33,148
15,6.280456201995548,34,147
15,6.288646752000204,36,145
15,6.296836184999847,38,144
15,6.304933604995313,40,143
15,6.3131660479994025,41,141
15,6.321324163000099,42,140
15,6.329768244999286,44,137
15,6.33772609699372,45,136
15,6.345871329998772,46,134
15,6.354189403995406,48,133
15,6.362249105994124,49,130
15,6.370771073998185,50,129
15,6.378779453996685,51,127
15,6.386832751995826,51,124
15,6.395118486994761,52,123
15,6.40324094099924,52,121
15,6.411609914997825,53,118
15,6.419728199995006,53,116
15,6.427707215996634,53,114
15,6.436181531993498,54,112
15,6.444127445000049,54,110
15,6.452488144997915,54,108
15,6.460622913000407,54,106
15,6.468874948994198,54,103
15,6.476896219995979,54,101
15,6.485230219994264,54,100
15,6.493617418993381,54,98
15,6.50168346499413,54,97
15,6.509776999999303,54,96
15,6.518037196998193,54,95
15,6.526099210997927,54,94
15,6.5345824229953,53,93
15,6.559007790994656,52,92
15,6.567218722993857,51,91
15,6.575628406993928,50,90
15,6.583628205997229,49,89
15,6.5916951289982535,48,89
15,6.600022346996411,47,88
15,6.608093183996971,46,87
15,6.616549051999755,45,87
15,6.6246323859959375,43,86
15,6.632674495995161,41,84
15,6.641006548998121,40,83
15,6.649308009000379,39,83
15,6.6575038349983515,37,82
15,6.665554542996688,36,82
15,6.673883088995353,35,81
15,6.682053602999076,32,80
15,6.690248225997493,29,79
15,6.698498876998201,28,79
15,6.7064493209982174,26,78
15,6.7147931910003535,24,78
15,6.722888185999182,23,77
15,6.7313230549989385,22,77
15,6.739389279995521,21,77
15,6.747472179995384,18,76
15,6.755932448999374,17,76
15,6.764187319997291,16,76
15,6.772730460994353,15,75
15,6.781047865995788,14,75
15,6.7890079449935,12,75
15,6.797162150993245,11,75
15,6.805566672999703,10,75
15,6.813627253999584,9,75
15,6.8218587759984075,8,75
15,6.83053269899392,6,74
15,6.838847488994361,5,74
15,6.84684207799728,4,74
15,6.855313991000003,3,74
15,6.86360976499418,1,74
15,6.87148216899368,0,74
15,6.879717038995295,-1,74
15,6.887936025996169,-2,74
15,6.896174189998419,-3,75
15,6.904404875000182,-5,75
15,6.912449585994182,-6,76
15,6.920893046997662,-7,76
15,6.929050266997365,-8,77
15,6.937144718998752,-9,78
15,6.945470209997438,-10,79
15,6.95350631600013,-11,80
15,6.961777247997816,-12,81
15,6.970098205994873,-13,82
15,6.978247009996267,-14,83
15,6.994521589993383,-15,84
15,7.003030383995792,-16,85
15,7.011121781994007,-16,86
15,7.0192110699936165,-17,87
15,7.027386767993448,-17,88
15,7.0356742609947105,-18,89
15,7.0437750769997365,-18,90
15,7.0519857369945385,-18,91
15,7.060216865997063,-19,92
15,7.068556214995624,-19,93
15,7.07659650399728,-19,95
15,7.08480563199555,-19,96
15,7.093064582993975,-19,97
15,7.101409115995921,-19,99
15,7.1094902959957835,-19,100
15,7.1176002099964535,-19,102
15,7.125805760995718,-19,103
15,7.1341154819965595,-19,105
15,7.142209674995684,-19,106
15,7.1506723549973685,-19,107
15,7.166919089999283,-19,108
15,7.18309745699662,-19,109
15,7.1995744870000635,-19,110
15,7.208022286999039,-19,111
15,7.232726640999317,-18,111
15,7.240762308996636,-18,112
15,7.248650966997957,-17,112
15,7.265329844994994,-16,112
15,7.273610459997144,-15,113
15,7.281599545996869,-14,113
15,7.289681635993475,-12,113
15,7.298156368000491,-11,114
15,7.306174727993493,-10,114
15,7.314541796993581,-8,115
15,7.322553220998088,-6,115
15,7.330783688994416,-5,115
15,7.338880045994301,-3,115
15,7.346938411996234,-2,116
15,7.3556380629961495,0,116
15,7.371598205994815,2,116
15,7.3799820889980765,3,116
15,7.396360602993809,4,116
15,7.404353268997511,5,116
15,7.420753718994092,6,116
15,7.437522760999855,6,115
15,7.445444163997308,7,115
15,7.462008987000445,7,114
15,7.478302742994856,7,113
15,7.49460446699959,7,112
15,7.511197946994798,7,111
15,7.519339159996889,7,110
15,7.5355766719949315,7,109
15,7.552195968994056,7,108
15,7.568434950997471,7,107
15,7.601343634996738,7,106
15,7.6257540059959865,7,105
15,7.666272944996308,6,105
15,7.698939921996498,6,104
15,7.707284861993685,5,104
15,7.7400493349996395,4,104
15,7.838411373995768,3,104
15,7.953968482994242,3,104
16,0.0,2,-1
16,1.9565229810032179,2,0
16,2.0385112980002305,2,1
16,2.112524977004796,3,1
16,2.120704729000863,3,2
16,2.226873619001708,3,3
16,2.350301352002134,4,4
16,2.49787038499926,4,5
16,2.5714313900025445,4,6
16,2.5797606730047846,5,6
16,2.751701547000266,5,7
16,2.81700744900445,5,8
16,2.8336743300023954,6,8
16,2.866528391998145,6,9
16,2.9158284750010353,6,10
16,2.955965565997758,7,10
16,2.9969520730010117,7,11
16,3.0378978610024205,7,12
16,3.0788387630018406,7,13
16,3.0958767179981805,8,13
16,3.1200937570029055,8,14
16,3.1613867420019233,8,15
16,3.186126469001465,8,16
16,3.2185708370016073,8,17
16,3.226983411004767,9,17
16,3.243058428997756,9,18
16,3.2677847640006803,9,19
16,3.3089202050032327,9,20
16,3.3335513819984044,9,21
16,3.357385918003274,10,22
16,3.3742008929984877,10,23
16,3.3907432190026157,10,24
16,3.4073308080041897,10,25
16,3.4479905940024764,10,26
16,3.4726202140009264,11,27
16,3.4812029220047407,11,28
16,3.505596745002549,11,29
16,3.5221841590027907,11,30
16,3.5630159610009287,11,31
16,3.5876721550012007,12,32
16,3.595747774998017,12,33
16,3.6204016780029633,12,34
16,3.636838700003864,13,35
16,3.645197655001539,13,36
16,3.653153384999314,13,37
16,3.669489642998087,13,38
16,3.6942271680018166,13,39
16,3.702481505002652,14,39
16,3.727197623004031,14,40
16,3.735309456998948,15,42
16,3.7432798450026894,15,43
16,3.751529879998998,15,44
16,3.759784211004444,16,45
16,3.7758558690038626,16,46
16,3.7840869880019454,16,47
16,3.792298134001612,17,48
16,3.8005444330046885,17,49
16,3.817182963997766,17,50
16,3.825281345001713,18,50
16,3.833452238002792,18,51
16,3.858174979002797,19,52
16,3.8744506889997865,19,53
16,3.8826725320031983,19,54
16,3.891111049000756,20,54
16,3.8987930350049282,20,55
16,3.9152075950041763,21,56
16,3.9318451740036835,21,57
16,3.948262024001451,22,58
16,3.9646198990012635,22,59
16,3.9810379550035577,23,59
16,3.9973705890006386,23,60
16,4.021930579998298,24,61
16,4.046505359998264,25,62
16,4.0549512970028445,25,63
16,4.062952042004326,26,63
16,4.079254444004619,27,64
16,4.095830571000988,28,64
16,4.1038573820042075,28,65
16,4.120387371003744,29,65
16,4.14469138700224,30,65
16,4.161099060002016,31,65
16,4.1692969869982335,32,65
16,4.185909191000974,33,65
16,4.193995734000055,34,65
16,4.2023858559987275,35,65
16,4.21037278300355,36,65
16,4.226769598004466,37,65
16,4.2348749810043955,38,65
16,4.243041262998304,39,65
16,4.251224220002769,40,65
16,4.2595627720002085,41,65
16,4.267743263000739,42,65
16,4.275896291001118,43,65
16,4.284042206003505,44,65
16,4.300471742004447,45,64
16,4.308606382001017,46,64
16,4.316754678002326,46,63
16,4.324876589002088,47,62
16,4.3412200399980065,48,61
16,4.349454982999305,49,60
16,4.357423899004061,49,58
16,4.365576050004165,50,57
16,4.373962368998036,50,56
16,4.382199871004559,51,55
16,4.390313900003093,51,54
16,4.398418973003572,52,52
16,4.40653619600198,52,51
16,4.415236763998109,52,49
16,4.423329281002225,53,48
16,4.43153593900206,53,46
16,4.439618680000422,54,43
16,4.4477661359997,54,42
16,4.455838312002015,54,40
16,4.464157702997909,54,38
16,4.472200504998909,54,36
16,4.480433841999911,54,34
16,4.4885184739978286,54,32
16,4.496892449998995,54,30
16,4.505174899000849,54,28
16,4.513364222999371,54,26
16,4.521384311003203,54,22
16,4.529468410000845,54,19
16,4.537820638004632,54,16
16,4.546026459000132,54,13
16,4.554091939004138,53,10
16,4.562194283003919,53,5
16,4.570596228004433,52,2
16,4.578675472002942,52,-3
16,4.587166855999385,51,-6
16,4.595228195998061,51,-10
16,4.603367581999919,51,-15
16,4.611405857998761,50,-20
16,4.61961822900048,50,-24
16,4.628152254997985,50,-29
16,4.636197359999642,49,-34
16,4.64435081800184,49,-39
16,4.652440203004517,49,-43
16,4.660513726004865,49,-47
16,4.669003290000546,49,-51
16,4.677126046997728,49,-53
16,4.685172228004376,49,-56
16,4.693536742001015,49,-59
16,4.701552587997867,49,-61
16,4.709868571000698,49,-63
16,4.717864876998647,50,-64
16,4.726093320001382,50,-65
16,4.734190244002093,50,-66
16,4.750671189001878,51,-66
16,4.767130550004367,51,-67
16,4.783478470002592,52,-67
16,4.816139882001153,53,-67
16,4.824405500003195,54,-66
16,4.8408917609995115,55,-65
16,4.84884870100359,57,-64
16,4.857138220999332,58,-63
16,4.865450192002754,60,-61
16,4.873720080999192,61,-59
16,4.8816295670039835,62,-58
16,4.889887445999193,64,-56
16,4.898129979002988,67,-52
16,4.90653703299904,68,-51
16,4.914712393998343,70,-47
16,4.922673877001216,71,-46
16,4.931018354000116,72,-44
16,4.9390407700047945,73,-41
16,4.947373511000478,74,-39
16,4.955538747999526,74,-38
16,4.963666039002419,75,-36
16,4.972058029001346,76,-32
16,4.980116623999493,76,-30
16,4.9883500290015945,77,-28
16,4.996773272003338,78,-26
16,5.004858730004344,78,-25
16,5.012937619998411,78,-23
16,5.021186783000303,79,-22
16,5.029396058998827,79,-17
16,5.037788002002344,80,-13
16,5.04584482700011,80,-10
16,5.053920140999253,80,-9
16,5.062071088002995,81,-6
16,5.070320888000424,81,-4
16,5.078824643002008,81,-2
16,5.08683635500347,82,9
16,5.094892927998444,82,12
16,5.102975767003954,83,15
16,5.111348566002562,83,17
16,5.119637690004311,83,20
16,5.12759194499813,83,23
16,5.135999270001776,84,33
16,5.1440248639992205,84,39
16,5.15239622900117,84,42
16,5.1606369110013475,84,44
16,5.168670885002939,84,48
16,5.1767846760049,84,50
16,5.185253527997702,85,52
16,5.193228994001402,85,53
16,5.2014153440031805,85,56
16,5.20962486800272,86,60
16,5.217959104003967,86,62
16,5.2259387410013005,87,63
16,5.234156782003993,87,64
16,5.242601562000345,88,66
16,5.251061271999788,88,67
16,5.25895134700113,89,68
16,5.266995596000925,89,69
16,5.275388763002411,91,70
16,5.283742405998055,91,71
16,5.291763098997762,92,71
16,5.300244743004441,92,72
16,5.3080715390024125,93,72
16,5.32474389699928,94,72
16,5.332685132998449,95,73
16,5.340754246004508,96,73
16,5.348949573002756,97,73
16,5.357202167004289,98,73
16,5.3654319170018425,100,73
16,5.373424099001568,101,73
16,5.381642266002018,102,74
16,5.390023649000796,103,74
16,5.39802977200452,105,74
16,5.406506398998317,106,74
16,5.422726167002111,107,74
16,5.430812331003835,108,74
16,5.439126252000278,109,74
16,5.4473925460042665,110,73
16,5.455420721002156,111,72
16,5.463700922999124,112,72
16,5.471761565000634,113,71
16,5.4801828260024195,114,70
16,5.488328826002544,115,69
16,5.496411084001011,116,67
16,5.504470190004213,117,66
16,5.512794690999726,118,65
16,5.520916081004543,119,63
16,5.529475135997927,120,61
16,5.537474654003745,122,59
16,5.545582594000734,122,58
16,5.553849656003877,125,54
16,5.561911664997751,125,52
16,5.570458275004057,126,51
16,5.57847911400313,127,48
16,5.58654250499967,128,46
16,5.594860347002395,130,42
16,5.602905928004475,130,41
16,5.611419387998467,131,37
16,5.619444353003928,131,35
16,5.627481791998434,132,33
16,5.635799755000335,133,31
16,5.643873198998335,133,28
16,5.6523652039977605,133,26
16,5.6604440930022974,134,24
16,5.668475316000695,134,21
16,5.67671742499806,135,19
16,5.684826752003573,135,17
16,5.693324587999086,135,15
16,5.701328852999723,136,13
16,5.709401173000515,136,12
16,5.7176508140037186,136,10
16,5.725760102002823,137,8
16,5.734250544002862,137,6
16,5.742287048000435,137,5
16,5.750372930000594,138,4
16,5.758833122999931,138,3
16,5.766842040000483,138,2
16,5.783271649997914,138,1
16,5.816122502001235,138,0
16,5.848813440003141,138,-1
16,5.857117748004384,137,-1
16,5.873315381002612,136,-2
16,5.8896916689991485,135,-2
16,5.898184748002677,134,-3
16,5.914253255003132,133,-3
16,5.939059497002745,132,-3
16,5.9799996619985905,131,-3
16,6.0290539850029745,130,-3
16,6.06205367900111,130,-2
16,6.08652063000045,129,-2
16,6.119073025998659,129,-1
16,6.183213285999955,129,-1
17,0.0,1,2
17,0.7714458529953845,0,2
17,0.7793667079968145,-1,3
17,0.7873074999952223,-2,3
17,0.7953600159962662,-3,4
17,0.8036644780004281,-4,4
17,0.8118462200000067,-5,5
17,0.8200596309980028,-6,6
17,0.8280770729979849,-7,6
17,0.8363522759973421,-10,8
17,0.8446494719973998,-11,9
17,0.8527060489941505,-13,10
17,0.8610540269946796,-15,11
17,0.8691807769937441,-18,13
17,0.8775708299945109,-20,14
17,0.8855568799990579,-24,16
17,0.8941856849996839,-27,18
17,0.9022689049961627,-30,20
17,0.9103521609940799,-33,22
17,0.9184770549982204,-36,24
17,0.9265517389940214,-40,25
17,0.9346522499981802,-43,27
17,0.9430897399943206,-47,29
17,0.9512220909964526,-51,30
17,0.9593651559989667,-54,32
17,0.9677051170001505,-56,32
17,0.97570538999571,-59,34
17,0.9839630639980896,-62,35
17,0.9920656799949938,-63,36
17,1.0003449919968261,-65,37
17,1.0083789869968314,-67,39
17,1.016865326993866,-69,40
17,1.0250463419943117,-70,40
17,1.0331760919943918,-71,41
17,1.0413642159983283,-72,42
17,1.0497243139980128,-73,43
17,1.0578298049949808,-74,44
17,1.0660810949993902,-75,45
17,1.074183937998896,-76,46
17,1.0822933899980853,-77,47
17,1.0906866959994659,-78,47
17,1.098766324997996,-79,48
17,1.10702531899733,-79,49
17,1.1152069859963376,-80,49
17,1.1232915199943818,-81,49
17,1.1400748870000825,-81,50
17,1.1481188029938494,-82,50
17,1.164312244996836,-83,51
17,1.1805551249999553,-84,51
17,1.189136636996409,-85,52
17,1.1972719319965108,-86,53
17,1.2053394920003484,-88,53
17,1.2134565269952873,-89,54
17,1.2216393799972138,-90,54
17,1.2299310909947963,-90,55
17,1.2379965180007275,-91,55
17,1.2545393929976854,-92,55
17,1.320084164995933,-93,56
17,1.344441471999744,-94,56
